Stress_AnnReturn,Stress_AnnVol,Stress_VaR95,Stress_CVaR95,Stress_MaxDD
-0.17652794797033333,0.6031449123295793,-0.06244911298240746,-0.08566788788694632,-0.3570191970015537
0.5642731971133772,0.7041257232602106,-0.06302862425318954,-0.09832846708944754,-0.34835565520241607
-0.2780069342074376,0.5419024916754739,-0.0608434166060112,-0.07426776984760243,-0.3416710758367846
-0.20681505083176888,0.5281815240312211,-0.049905256290533336,-0.08033955057266362,-0.33924960002653304
0.2733260084229481,0.6117093822968301,-0.05437494752307369,-0.08503381248540427,-0.30634924657038176
