AnnReturn,AnnVol,Sharpe(excess),VaR_95(daily),CVaR_95(daily),VaR_99(daily),CVaR_99(daily),MaxDrawdown,WorstDay
0.5645566753561413,0.36326699514206656,1.4715255789948292,-0.03345599456303142,-0.049628947121752955,-0.05795891419932606,-0.07636577862532233,-0.556294140471332,-0.16833276838048486
0.3997430796092416,0.26280838354627994,1.4068922559471193,-0.024883449334454147,-0.036988169456897806,-0.04412648033648065,-0.05796309241105048,-0.41440495304789027,-0.14234867171013701
0.2560267645195864,0.20487952131850606,1.1032179451854771,-0.01896991367599879,-0.030415442655143638,-0.03593201544613246,-0.050698172352361674,-0.3570191970015536,-0.1346058627714362
0.14004039353119357,0.1718424599756002,0.6403562515737854,-0.015137394330924703,-0.025298666616094,-0.029250287808850292,-0.0446073605520654,-0.34515140839295455,-0.10701452809176484
0.11255694552884155,0.17338163702863582,0.47615737712296713,-0.01638844278221835,-0.026523081706771593,-0.031916112938439274,-0.04519350224852022,-0.3392496000265326,-0.11984055240393443
