JNJ,JPM,MSFT,NVDA,RTX,V
0.02244011301313679,0.19159895941970767,0.39890956688669627,0.016554000670219216,0.005376999134201395,0.36512036087603866
0.156018074245781,0.01694649715007571,0.3973108407661274,0.38857445080041403,0.027388884204084817,0.013761252833516983
0.020078067068825152,0.3249695043549168,0.019621315822581933,0.39252249537456735,0.24112892677760936,0.001679690601499632
